Tile Name,Predicted Class,Slide Name,Tumor Cells (%),Tumor Cells Count,Mitosis (%),Mitosis Count,Karyorrhexis (%),Karyorrhexis Count,Stroma (%),Stroma Count,Final Classification
./tiles_output\NBL-11\tile_31302_18290.jpg,Tumor Cells,NBL-11.svs,43.01,282,18.4,121,19.25,126,19.34,127,Tumor Positive
./tiles_output\NBL-11\tile_31302_18546.jpg,Tumor Cells,NBL-11.svs,37.54,246,17.98,118,21.61,142,22.87,150,Tumor Positive
./tiles_output\NBL-11\tile_31302_18802.jpg,Tumor Cells,NBL-11.svs,42.85,281,18.22,119,22.02,144,16.92,111,Tumor Positive
./tiles_output\NBL-11\tile_31302_19314.jpg,Tumor Cells,NBL-11.svs,31.27,205,25.93,170,18.79,123,24.01,157,Tumor Positive
./tiles_output\NBL-11\tile_31302_28274.jpg,Karyorrhexis,NBL-11.svs,30.67,201,18.19,119,33.12,217,18.02,118,Tumor Positive
./tiles_output\NBL-11\tile_31302_29042.jpg,Karyorrhexis,NBL-11.svs,27.82,182,16.36,107,36.24,238,19.58,128,Tumor Positive
./tiles_output\NBL-11\tile_31302_39282.jpg,Tumor Cells,NBL-11.svs,39.14,257,18.23,119,22.65,148,19.98,131,Tumor Positive
./tiles_output\NBL-11\tile_31302_39538.jpg,Tumor Cells,NBL-11.svs,33.68,221,21.93,144,27.8,182,16.59,109,Tumor Positive
./tiles_output\NBL-11\tile_31302_39794.jpg,Tumor Cells,NBL-11.svs,32.59,214,17.67,116,25.47,167,24.27,159,Tumor Positive
./tiles_output\NBL-11\tile_31302_40050.jpg,Karyorrhexis,NBL-11.svs,28.93,190,16.77,110,32.64,214,21.66,142,Tumor Positive
./tiles_output\NBL-11\tile_31302_40306.jpg,Tumor Cells,NBL-11.svs,37.31,245,13.77,90,31.57,207,17.36,114,Tumor Positive
./tiles_output\NBL-11\tile_31302_40562.jpg,Tumor Cells,NBL-11.svs,45.37,297,14.1,92,22.81,149,17.72,116,Tumor Positive
./tiles_output\NBL-11\tile_31302_40818.jpg,Tumor Cells,NBL-11.svs,31.45,206,17.04,112,27.55,181,23.96,157,Tumor Positive
./tiles_output\NBL-11\tile_31302_41074.jpg,Tumor Cells,NBL-11.svs,32.73,214,17.35,114,29.37,192,20.55,135,Tumor Positive
./tiles_output\NBL-11\tile_31558_18290.jpg,Tumor Cells,NBL-11.svs,37.07,243,16.7,109,24.09,158,22.13,145,Tumor Positive
./tiles_output\NBL-11\tile_31558_18546.jpg,Tumor Cells,NBL-11.svs,43.11,283,18.13,119,18.44,121,20.32,133,Tumor Positive
./tiles_output\NBL-11\tile_31558_28018.jpg,Tumor Cells,NBL-11.svs,30.52,200,19.24,126,23.01,151,27.23,178,Tumor Positive
./tiles_output\NBL-11\tile_31558_28274.jpg,Tumor Cells,NBL-11.svs,32.64,214,18.29,120,27.65,181,21.41,140,Tumor Positive
./tiles_output\NBL-11\tile_31558_28530.jpg,Karyorrhexis,NBL-11.svs,33.98,223,16.81,110,34.22,224,14.99,98,Tumor Positive
./tiles_output\NBL-11\tile_31558_28786.jpg,Tumor Cells,NBL-11.svs,31.67,208,19.44,127,31.54,207,17.35,114,Tumor Positive
./tiles_output\NBL-11\tile_31558_29042.jpg,Tumor Cells,NBL-11.svs,34.81,228,18.99,124,24.74,162,21.46,141,Tumor Positive
./tiles_output\NBL-11\tile_31558_39282.jpg,Tumor Cells,NBL-11.svs,37.52,246,18.49,121,23.54,154,20.45,134,Tumor Positive
./tiles_output\NBL-11\tile_31558_39538.jpg,Tumor Cells,NBL-11.svs,36.73,241,17.87,117,21.01,138,24.38,160,Tumor Positive
./tiles_output\NBL-11\tile_31558_41074.jpg,Tumor Cells,NBL-11.svs,32.58,214,19.86,130,25.37,166,22.18,145,Tumor Positive
./tiles_output\NBL-11\tile_31814_27762.jpg,Karyorrhexis,NBL-11.svs,28.22,185,19.29,126,30.74,201,21.74,142,Tumor Positive
./tiles_output\NBL-11\tile_31814_28018.jpg,Tumor Cells,NBL-11.svs,31.31,205,18.3,120,28.16,185,22.23,146,Tumor Positive
./tiles_output\NBL-11\tile_31814_28786.jpg,Karyorrhexis,NBL-11.svs,28.12,184,16.9,111,33.77,221,21.21,139,Tumor Positive
./tiles_output\NBL-11\tile_31814_39026.jpg,Tumor Cells,NBL-11.svs,34.01,223,22.14,145,24.55,161,19.3,126,Tumor Positive
./tiles_output\NBL-11\tile_31814_39282.jpg,Tumor Cells,NBL-11.svs,28.85,189,24.41,160,20.97,137,25.77,169,Tumor Positive
./tiles_output\NBL-11\tile_31814_39538.jpg,Tumor Cells,NBL-11.svs,33.1,217,22.55,148,21.62,142,22.73,149,Tumor Positive
./tiles_output\NBL-11\tile_31814_39794.jpg,Tumor Cells,NBL-11.svs,44.85,294,16.19,106,20.7,136,18.25,120,Tumor Positive
./tiles_output\NBL-11\tile_31814_40562.jpg,Tumor Cells,NBL-11.svs,32.65,214,13.28,87,30.37,199,23.7,155,Tumor Positive
./tiles_output\NBL-11\tile_31814_40818.jpg,Tumor Cells,NBL-11.svs,39.05,256,16.01,105,28.57,187,16.37,107,Tumor Positive
./tiles_output\NBL-11\tile_31814_41074.jpg,Tumor Cells,NBL-11.svs,34.65,227,17.08,112,24.66,162,23.61,155,Tumor Positive
./tiles_output\NBL-11\tile_32070_26994.jpg,Tumor Cells,NBL-11.svs,38.58,253,16.17,106,27.54,180,17.7,116,Tumor Positive
./tiles_output\NBL-11\tile_32070_27250.jpg,Tumor Cells,NBL-11.svs,36.41,239,17.82,117,29.01,190,16.77,110,Tumor Positive
./tiles_output\NBL-11\tile_32070_28786.jpg,Tumor Cells,NBL-11.svs,34.53,226,17.98,118,30.03,197,17.47,114,Tumor Positive
./tiles_output\NBL-11\tile_32070_39026.jpg,Tumor Cells,NBL-11.svs,34.5,226,21.02,138,28.1,184,16.38,107,Tumor Positive
./tiles_output\NBL-11\tile_32070_39282.jpg,Tumor Cells,NBL-11.svs,39.44,258,11.66,76,19.95,131,28.94,190,Tumor Positive
./tiles_output\NBL-11\tile_32070_39538.jpg,Tumor Cells,NBL-11.svs,38.56,253,17.91,117,21.95,144,21.58,141,Tumor Positive
./tiles_output\NBL-11\tile_32070_40306.jpg,Karyorrhexis,NBL-11.svs,34.33,225,12.91,85,35.06,230,17.7,116,Tumor Positive
./tiles_output\NBL-11\tile_32070_40562.jpg,Tumor Cells,NBL-11.svs,37.26,244,14.42,95,31.54,207,16.78,110,Tumor Positive
./tiles_output\NBL-11\tile_32070_40818.jpg,Tumor Cells,NBL-11.svs,31.17,204,17.78,117,30.24,198,20.82,136,Tumor Positive
./tiles_output\NBL-11\tile_32070_41074.jpg,Karyorrhexis,NBL-11.svs,29.72,195,15.57,102,33.39,219,21.32,140,Tumor Positive
./tiles_output\NBL-11\tile_32326_26994.jpg,Karyorrhexis,NBL-11.svs,28.86,189,15.49,102,31.46,206,24.19,159,Tumor Positive
./tiles_output\NBL-11\tile_32326_27250.jpg,Tumor Cells,NBL-11.svs,33.32,218,15.12,99,31.39,206,20.17,132,Tumor Positive
./tiles_output\NBL-11\tile_32326_27762.jpg,Tumor Cells,NBL-11.svs,29.56,194,23.23,152,24.76,162,22.46,147,Tumor Positive
./tiles_output\NBL-11\tile_32326_28018.jpg,Tumor Cells,NBL-11.svs,37.96,249,19.8,130,25.1,164,17.14,112,Tumor Positive
./tiles_output\NBL-11\tile_32326_38770.jpg,Tumor Cells,NBL-11.svs,49.36,323,17.5,115,20.34,133,12.8,84,Tumor Positive
./tiles_output\NBL-11\tile_32326_39282.jpg,Tumor Cells,NBL-11.svs,43.83,287,15.37,101,20.62,135,20.18,132,Tumor Positive
./tiles_output\NBL-11\tile_32326_39538.jpg,Tumor Cells,NBL-11.svs,36.57,240,20.6,135,24.44,160,18.39,121,Tumor Positive
./tiles_output\NBL-11\tile_32326_39794.jpg,Tumor Cells,NBL-11.svs,34.79,228,17.79,117,29.11,191,18.3,120,Tumor Positive
./tiles_output\NBL-11\tile_32326_40050.jpg,Tumor Cells,NBL-11.svs,32.62,214,23.15,152,26.07,171,18.17,119,Tumor Positive
./tiles_output\NBL-11\tile_32326_40306.jpg,Tumor Cells,NBL-11.svs,33.58,220,16.31,107,29.76,195,20.35,133,Tumor Positive
./tiles_output\NBL-11\tile_32326_40562.jpg,Karyorrhexis,NBL-11.svs,32.47,213,14.33,94,33.03,216,20.18,132,Tumor Positive
./tiles_output\NBL-11\tile_32326_40818.jpg,Tumor Cells,NBL-11.svs,39.48,259,14.65,96,24.51,161,21.36,140,Tumor Positive
./tiles_output\NBL-11\tile_32326_41074.jpg,Tumor Cells,NBL-11.svs,36.26,238,15.44,101,25.77,169,22.53,148,Tumor Positive
./tiles_output\NBL-11\tile_32582_26738.jpg,Tumor Cells,NBL-11.svs,27.66,181,25.84,169,19.02,125,27.48,180,Tumor Positive
./tiles_output\NBL-11\tile_32582_26994.jpg,Karyorrhexis,NBL-11.svs,29.63,194,21.23,139,33.6,220,15.54,102,Tumor Positive
./tiles_output\NBL-11\tile_32582_27250.jpg,Tumor Cells,NBL-11.svs,32.19,211,20.73,136,29.4,193,17.69,116,Tumor Positive
./tiles_output\NBL-11\tile_32582_27506.jpg,Tumor Cells,NBL-11.svs,31.36,206,21.28,139,24.62,161,22.74,149,Tumor Positive
./tiles_output\NBL-11\tile_32582_27762.jpg,Tumor Cells,NBL-11.svs,32.85,215,22.56,148,23.51,154,21.08,138,Tumor Positive
./tiles_output\NBL-11\tile_32582_39282.jpg,Tumor Cells,NBL-11.svs,39.54,259,19.35,127,25.44,167,15.67,103,Tumor Positive
./tiles_output\NBL-11\tile_32582_39538.jpg,Tumor Cells,NBL-11.svs,32.82,215,21.53,141,29.98,196,15.67,103,Tumor Positive
./tiles_output\NBL-11\tile_32582_39794.jpg,Tumor Cells,NBL-11.svs,32.63,214,20.71,136,25.32,166,21.34,140,Tumor Positive
./tiles_output\NBL-11\tile_32582_40050.jpg,Tumor Cells,NBL-11.svs,37.12,243,14.61,96,30.89,202,17.39,114,Tumor Positive
./tiles_output\NBL-11\tile_32582_40306.jpg,Tumor Cells,NBL-11.svs,34.99,229,15.99,105,31.72,208,17.3,113,Tumor Positive
./tiles_output\NBL-11\tile_32582_40562.jpg,Tumor Cells,NBL-11.svs,35.03,230,16.56,109,27.35,179,21.07,138,Tumor Positive
./tiles_output\NBL-11\tile_32582_40818.jpg,Tumor Cells,NBL-11.svs,34.05,223,16.07,105,29.12,191,20.76,136,Tumor Positive
./tiles_output\NBL-11\tile_32582_41074.jpg,Tumor Cells,NBL-11.svs,32.63,214,16.98,111,24.88,163,25.52,167,Tumor Positive
./tiles_output\NBL-11\tile_32838_26738.jpg,Tumor Cells,NBL-11.svs,32.62,214,18.5,121,30.23,198,18.64,122,Tumor Positive
./tiles_output\NBL-11\tile_32838_27762.jpg,Tumor Cells,NBL-11.svs,35.51,233,19.85,130,26.2,172,18.44,121,Tumor Positive
./tiles_output\NBL-11\tile_32838_38514.jpg,Tumor Cells,NBL-11.svs,33.93,222,24.86,163,22.15,145,19.06,125,Tumor Positive
./tiles_output\NBL-11\tile_32838_38770.jpg,Tumor Cells,NBL-11.svs,38.53,253,16.44,108,28.6,187,16.43,108,Tumor Positive
./tiles_output\NBL-11\tile_32838_39026.jpg,Tumor Cells,NBL-11.svs,51.05,335,15.07,99,21.56,141,12.33,81,Tumor Positive
./tiles_output\NBL-11\tile_32838_39794.jpg,Tumor Cells,NBL-11.svs,34.81,228,14.67,96,32.09,210,18.43,121,Tumor Positive
./tiles_output\NBL-11\tile_32838_40050.jpg,Tumor Cells,NBL-11.svs,34.54,226,15.12,99,31.24,205,19.11,125,Tumor Positive
./tiles_output\NBL-11\tile_32838_40306.jpg,Karyorrhexis,NBL-11.svs,30.14,198,15.03,99,31.96,209,22.87,150,Tumor Positive
./tiles_output\NBL-11\tile_32838_40562.jpg,Tumor Cells,NBL-11.svs,30.86,202,12.5,82,28.1,184,28.54,187,Tumor Positive
./tiles_output\NBL-11\tile_32838_40818.jpg,Tumor Cells,NBL-11.svs,31.71,208,15.43,101,27.34,179,25.52,167,Tumor Positive
./tiles_output\NBL-11\tile_32838_41074.jpg,Stroma,NBL-11.svs,26.94,177,17.03,112,25.39,166,30.64,201,Tumor Positive
./tiles_output\NBL-11\tile_33094_25714.jpg,Karyorrhexis,NBL-11.svs,26.91,176,25.4,166,27.58,181,20.11,132,Tumor Positive
./tiles_output\NBL-11\tile_33094_26482.jpg,Karyorrhexis,NBL-11.svs,24.88,163,22.59,148,37.06,243,15.47,101,Tumor Positive
./tiles_output\NBL-11\tile_33094_26994.jpg,Tumor Cells,NBL-11.svs,33.43,219,24.14,158,23.64,155,18.8,123,Tumor Positive
./tiles_output\NBL-11\tile_33094_27762.jpg,Tumor Cells,NBL-11.svs,27.25,179,25.1,164,26.17,172,21.48,141,Tumor Positive
./tiles_output\NBL-11\tile_33094_39794.jpg,Tumor Cells,NBL-11.svs,34.65,227,21.63,142,28.74,188,14.98,98,Tumor Positive
./tiles_output\NBL-11\tile_33094_40050.jpg,Tumor Cells,NBL-11.svs,36.75,241,13.11,86,28.21,185,21.93,144,Tumor Positive
./tiles_output\NBL-11\tile_33094_40306.jpg,Tumor Cells,NBL-11.svs,34.78,228,15.19,100,24.4,160,25.63,168,Tumor Positive
./tiles_output\NBL-11\tile_33094_40562.jpg,Tumor Cells,NBL-11.svs,32.86,215,15.63,102,32.74,215,18.77,123,Tumor Positive
./tiles_output\NBL-11\tile_33094_40818.jpg,Stroma,NBL-11.svs,29.9,196,14.04,92,23.76,156,32.31,212,Tumor Positive
./tiles_output\NBL-11\tile_33094_41074.jpg,Tumor Cells,NBL-11.svs,31.76,208,17.25,113,26.2,172,24.78,162,Tumor Positive
./tiles_output\NBL-11\tile_33350_25458.jpg,Tumor Cells,NBL-11.svs,35.65,234,16.59,109,31.66,207,16.11,106,Tumor Positive
./tiles_output\NBL-11\tile_33350_26738.jpg,Karyorrhexis,NBL-11.svs,29.33,192,22.09,145,30.78,202,17.79,117,Tumor Positive
./tiles_output\NBL-11\tile_33350_26994.jpg,Tumor Cells,NBL-11.svs,28.76,188,26.2,172,21.9,144,23.14,152,Tumor Positive
./tiles_output\NBL-11\tile_33350_38514.jpg,Tumor Cells,NBL-11.svs,36.37,238,17.16,112,25.68,168,20.79,136,Tumor Positive
./tiles_output\NBL-11\tile_33350_39794.jpg,Tumor Cells,NBL-11.svs,30.52,200,20.19,132,29.36,192,19.93,131,Tumor Positive
./tiles_output\NBL-11\tile_33350_40050.jpg,Karyorrhexis,NBL-11.svs,25.72,169,17.46,114,31.18,204,25.64,168,Tumor Positive
./tiles_output\NBL-11\tile_33350_40306.jpg,Tumor Cells,NBL-11.svs,34.84,228,17.04,112,29.18,191,18.95,124,Tumor Positive
./tiles_output\NBL-11\tile_33350_40562.jpg,Karyorrhexis,NBL-11.svs,26.84,176,20.07,132,30.59,200,22.51,148,Tumor Positive
./tiles_output\NBL-11\tile_33350_40818.jpg,Stroma,NBL-11.svs,27.15,178,17.54,115,26.5,174,28.81,189,Tumor Positive
./tiles_output\NBL-11\tile_33606_16242.jpg,Karyorrhexis,NBL-11.svs,24.62,161,20.43,134,32.97,216,21.97,144,Tumor Positive
./tiles_output\NBL-11\tile_33606_16498.jpg,Tumor Cells,NBL-11.svs,32.75,215,15.03,99,26.94,177,25.27,166,Tumor Positive
./tiles_output\NBL-11\tile_33606_24946.jpg,Stroma,NBL-11.svs,22.93,150,27.22,178,20.03,131,29.82,195,Tumor Positive
./tiles_output\NBL-11\tile_33606_25202.jpg,Karyorrhexis,NBL-11.svs,26.93,176,16.97,111,34.38,225,21.71,142,Tumor Positive
./tiles_output\NBL-11\tile_33606_25458.jpg,Karyorrhexis,NBL-11.svs,33.11,217,16.19,106,34.29,225,16.41,108,Tumor Positive
./tiles_output\NBL-11\tile_33606_26226.jpg,Karyorrhexis,NBL-11.svs,27.79,182,17.5,115,30.58,200,24.13,158,Tumor Positive
./tiles_output\NBL-11\tile_33606_26482.jpg,Karyorrhexis,NBL-11.svs,30.03,197,16.22,106,33.36,219,20.39,134,Tumor Positive
./tiles_output\NBL-11\tile_33606_26738.jpg,Karyorrhexis,NBL-11.svs,25.81,169,22.93,150,28.47,187,22.79,149,Tumor Positive
./tiles_output\NBL-11\tile_33606_26994.jpg,Tumor Cells,NBL-11.svs,30.95,203,17.66,116,27.82,182,23.57,154,Tumor Positive
./tiles_output\NBL-11\tile_33606_38258.jpg,Tumor Cells,NBL-11.svs,33.46,219,24.72,162,18.54,122,23.28,153,Tumor Positive
./tiles_output\NBL-11\tile_33606_38514.jpg,Tumor Cells,NBL-11.svs,34.86,228,18.89,124,23.47,154,22.78,149,Tumor Positive
./tiles_output\NBL-11\tile_33606_39794.jpg,Tumor Cells,NBL-11.svs,30.55,200,19.8,130,28.74,188,20.91,137,Tumor Positive
./tiles_output\NBL-11\tile_33606_40050.jpg,Tumor Cells,NBL-11.svs,31.15,204,18.61,122,23.68,155,26.56,174,Tumor Positive
./tiles_output\NBL-11\tile_33606_40306.jpg,Karyorrhexis,NBL-11.svs,25.34,166,20.12,132,28.57,187,25.96,170,Tumor Positive
./tiles_output\NBL-11\tile_33606_40562.jpg,Karyorrhexis,NBL-11.svs,29.68,195,15.48,101,31.66,207,23.18,152,Tumor Positive
./tiles_output\NBL-11\tile_33606_40818.jpg,Stroma,NBL-11.svs,27.88,183,14.81,97,24.71,162,32.61,214,Tumor Positive
./tiles_output\NBL-11\tile_33862_15730.jpg,Tumor Cells,NBL-11.svs,33.24,218,20.32,133,25.26,166,21.18,139,Tumor Positive
./tiles_output\NBL-11\tile_33862_15986.jpg,Tumor Cells,NBL-11.svs,29.46,193,21.87,143,24.39,160,24.28,159,Tumor Positive
./tiles_output\NBL-11\tile_33862_24690.jpg,Karyorrhexis,NBL-11.svs,27.41,180,20.56,135,28.35,186,23.68,155,Tumor Positive
./tiles_output\NBL-11\tile_33862_24946.jpg,Tumor Cells,NBL-11.svs,33.46,219,13.41,88,28.95,190,24.17,158,Tumor Positive
./tiles_output\NBL-11\tile_33862_25202.jpg,Stroma,NBL-11.svs,26.53,174,19.45,127,25.96,170,28.07,184,Tumor Positive
./tiles_output\NBL-11\tile_33862_25458.jpg,Karyorrhexis,NBL-11.svs,30.5,200,16.23,106,32.42,212,20.85,137,Tumor Positive
./tiles_output\NBL-11\tile_33862_25714.jpg,Tumor Cells,NBL-11.svs,33.65,221,16.23,106,27.55,181,22.57,148,Tumor Positive
./tiles_output\NBL-11\tile_33862_25970.jpg,Tumor Cells,NBL-11.svs,33.03,216,16.65,109,30.27,198,20.05,131,Tumor Positive
./tiles_output\NBL-11\tile_33862_26226.jpg,Karyorrhexis,NBL-11.svs,28.64,188,19.16,126,28.73,188,23.48,154,Tumor Positive
./tiles_output\NBL-11\tile_33862_26482.jpg,Karyorrhexis,NBL-11.svs,22.7,149,18.64,122,35.37,232,23.28,153,Tumor Positive
./tiles_output\NBL-11\tile_33862_26738.jpg,Tumor Cells,NBL-11.svs,31.21,205,20.78,136,23.73,156,24.27,159,Tumor Positive
./tiles_output\NBL-11\tile_33862_26994.jpg,Tumor Cells,NBL-11.svs,36.83,241,18.55,122,17.48,115,27.14,178,Tumor Positive
./tiles_output\NBL-11\tile_33862_38258.jpg,Tumor Cells,NBL-11.svs,30.65,201,18.38,120,25.45,167,25.52,167,Tumor Positive
./tiles_output\NBL-11\tile_33862_38514.jpg,Tumor Cells,NBL-11.svs,30.5,200,20.99,138,25.13,165,23.38,153,Tumor Positive
./tiles_output\NBL-11\tile_33862_40050.jpg,Tumor Cells,NBL-11.svs,39.06,256,16.33,107,25.71,168,18.9,124,Tumor Positive
./tiles_output\NBL-11\tile_33862_40306.jpg,Karyorrhexis,NBL-11.svs,31.12,204,17.76,116,34.99,229,16.13,106,Tumor Positive
./tiles_output\NBL-11\tile_33862_40562.jpg,Karyorrhexis,NBL-11.svs,27.17,178,13.41,88,35.38,232,24.04,158,Tumor Positive
./tiles_output\NBL-11\tile_33862_40818.jpg,Tumor Cells,NBL-11.svs,31.29,205,16.73,110,28.92,190,23.07,151,Tumor Positive
./tiles_output\NBL-11\tile_34118_15730.jpg,Tumor Cells,NBL-11.svs,30.09,197,20.5,134,28.98,190,20.42,134,Tumor Positive
./tiles_output\NBL-11\tile_34118_16242.jpg,Karyorrhexis,NBL-11.svs,27.6,181,19.84,130,32.75,215,19.81,130,Tumor Positive
./tiles_output\NBL-11\tile_34118_24690.jpg,Tumor Cells,NBL-11.svs,33.01,216,18.48,121,27.95,183,20.56,135,Tumor Positive
./tiles_output\NBL-11\tile_34118_25202.jpg,Tumor Cells,NBL-11.svs,30.94,203,19.71,129,27.63,181,21.72,142,Tumor Positive
./tiles_output\NBL-11\tile_34118_25458.jpg,Tumor Cells,NBL-11.svs,34.26,225,21.33,140,26.31,172,18.09,119,Tumor Positive
./tiles_output\NBL-11\tile_34118_25714.jpg,Tumor Cells,NBL-11.svs,34.5,226,18.9,124,27.43,180,19.17,126,Tumor Positive
./tiles_output\NBL-11\tile_34118_25970.jpg,Karyorrhexis,NBL-11.svs,26.63,175,17.95,118,33.35,219,22.07,145,Tumor Positive
./tiles_output\NBL-11\tile_34118_26226.jpg,Tumor Cells,NBL-11.svs,29.03,190,22.26,146,29.01,190,19.7,129,Tumor Positive
./tiles_output\NBL-11\tile_34118_26482.jpg,Tumor Cells,NBL-11.svs,36.31,238,19.62,129,23.13,152,20.94,137,Tumor Positive
./tiles_output\NBL-11\tile_34118_26738.jpg,Tumor Cells,NBL-11.svs,38.24,251,22.97,151,18.2,119,20.59,135,Tumor Positive
./tiles_output\NBL-11\tile_34118_38258.jpg,Tumor Cells,NBL-11.svs,44.97,295,14.98,98,25.81,169,14.24,93,Tumor Positive
./tiles_output\NBL-11\tile_34118_38514.jpg,Tumor Cells,NBL-11.svs,41.98,275,13.87,91,26.79,176,17.36,114,Tumor Positive
./tiles_output\NBL-11\tile_34118_38770.jpg,Tumor Cells,NBL-11.svs,45.06,295,19.79,130,18.69,122,16.46,108,Tumor Positive
./tiles_output\NBL-11\tile_34118_40050.jpg,Tumor Cells,NBL-11.svs,32.59,214,14.78,97,25.78,169,26.85,176,Tumor Positive
./tiles_output\NBL-11\tile_34118_40306.jpg,Karyorrhexis,NBL-11.svs,27.46,180,16.9,111,39.02,256,16.61,109,Tumor Positive
./tiles_output\NBL-11\tile_34118_40562.jpg,Tumor Cells,NBL-11.svs,29.29,192,13.92,91,27.73,182,29.06,190,Tumor Positive
./tiles_output\NBL-11\tile_34374_15474.jpg,Karyorrhexis,NBL-11.svs,31.55,207,15.86,104,31.89,209,20.7,136,Tumor Positive
./tiles_output\NBL-11\tile_34374_15730.jpg,Tumor Cells,NBL-11.svs,29.5,193,16.74,110,29.34,192,24.42,160,Tumor Positive
./tiles_output\NBL-11\tile_34374_16242.jpg,Tumor Cells,NBL-11.svs,35.48,233,20.27,133,25.64,168,18.61,122,Tumor Positive
./tiles_output\NBL-11\tile_34374_16498.jpg,Tumor Cells,NBL-11.svs,35.48,233,13.91,91,32.8,215,17.81,117,Tumor Positive
./tiles_output\NBL-11\tile_34374_16754.jpg,Karyorrhexis,NBL-11.svs,26.39,173,22.75,149,29.48,193,21.38,140,Tumor Positive
./tiles_output\NBL-11\tile_34374_24178.jpg,Tumor Cells,NBL-11.svs,31.98,210,22.24,146,22.79,149,22.99,151,Tumor Positive
./tiles_output\NBL-11\tile_34374_24946.jpg,Tumor Cells,NBL-11.svs,35.34,232,14.88,98,30.88,202,18.9,124,Tumor Positive
./tiles_output\NBL-11\tile_34374_25202.jpg,Karyorrhexis,NBL-11.svs,24.46,160,21.34,140,29.61,194,24.6,161,Tumor Positive
./tiles_output\NBL-11\tile_34374_25458.jpg,Tumor Cells,NBL-11.svs,29.6,194,21.55,141,26.17,172,22.68,149,Tumor Positive
./tiles_output\NBL-11\tile_34374_25714.jpg,Karyorrhexis,NBL-11.svs,29.14,191,18.01,118,31.19,204,21.66,142,Tumor Positive
./tiles_output\NBL-11\tile_34374_25970.jpg,Tumor Cells,NBL-11.svs,34.91,229,21.21,139,24.5,161,19.39,127,Tumor Positive
./tiles_output\NBL-11\tile_34374_26226.jpg,Tumor Cells,NBL-11.svs,34.92,229,21.82,143,20.82,136,22.44,147,Tumor Positive
./tiles_output\NBL-11\tile_34374_38258.jpg,Tumor Cells,NBL-11.svs,31.63,207,17.51,115,28.79,189,22.07,145,Tumor Positive
./tiles_output\NBL-11\tile_34374_38514.jpg,Tumor Cells,NBL-11.svs,33.21,218,19.15,126,30.03,197,17.61,115,Tumor Positive
./tiles_output\NBL-11\tile_34374_38770.jpg,Tumor Cells,NBL-11.svs,45.38,297,20.33,133,22.65,148,11.64,76,Tumor Positive
./tiles_output\NBL-11\tile_34374_39794.jpg,Tumor Cells,NBL-11.svs,33.05,217,19.49,128,31.4,206,16.06,105,Tumor Positive
./tiles_output\NBL-11\tile_34374_40050.jpg,Tumor Cells,NBL-11.svs,32.7,214,16.52,108,28.52,187,22.26,146,Tumor Positive
./tiles_output\NBL-11\tile_34374_40306.jpg,Tumor Cells,NBL-11.svs,38.1,250,13.62,89,28.52,187,19.77,130,Tumor Positive
./tiles_output\NBL-11\tile_34374_40562.jpg,Tumor Cells,NBL-11.svs,30.01,197,16.7,109,26.28,172,27.02,177,Tumor Positive
./tiles_output\NBL-11\tile_34630_15474.jpg,Tumor Cells,NBL-11.svs,35.92,235,18.63,122,24.99,164,20.46,134,Tumor Positive
./tiles_output\NBL-11\tile_34630_15986.jpg,Tumor Cells,NBL-11.svs,31.43,206,21.12,138,31.02,203,16.43,108,Tumor Positive
./tiles_output\NBL-11\tile_34630_16242.jpg,Karyorrhexis,NBL-11.svs,30.42,199,16.68,109,34.27,225,18.63,122,Tumor Positive
./tiles_output\NBL-11\tile_34630_16754.jpg,Karyorrhexis,NBL-11.svs,29.44,193,20.54,135,30.0,197,20.01,131,Tumor Positive
./tiles_output\NBL-11\tile_34630_23922.jpg,Karyorrhexis,NBL-11.svs,26.21,172,17.04,112,30.09,197,26.66,175,Tumor Positive
./tiles_output\NBL-11\tile_34630_24690.jpg,Karyorrhexis,NBL-11.svs,27.91,183,16.29,107,30.57,200,25.23,165,Tumor Positive
./tiles_output\NBL-11\tile_34630_24946.jpg,Tumor Cells,NBL-11.svs,32.2,211,21.37,140,28.93,190,17.51,115,Tumor Positive
./tiles_output\NBL-11\tile_34630_25202.jpg,Tumor Cells,NBL-11.svs,35.54,233,19.09,125,27.6,181,17.77,116,Tumor Positive
./tiles_output\NBL-11\tile_34630_25458.jpg,Tumor Cells,NBL-11.svs,37.31,245,16.55,108,26.48,174,19.66,129,Tumor Positive
./tiles_output\NBL-11\tile_34630_25714.jpg,Tumor Cells,NBL-11.svs,33.37,219,20.53,135,24.91,163,21.19,139,Tumor Positive
./tiles_output\NBL-11\tile_34630_38258.jpg,Tumor Cells,NBL-11.svs,31.84,209,20.82,136,21.51,141,25.84,169,Tumor Positive
./tiles_output\NBL-11\tile_34630_38514.jpg,Tumor Cells,NBL-11.svs,37.71,247,17.07,112,24.03,157,21.19,139,Tumor Positive
./tiles_output\NBL-11\tile_34630_39282.jpg,Tumor Cells,NBL-11.svs,34.98,229,14.86,97,32.75,215,17.41,114,Tumor Positive
./tiles_output\NBL-11\tile_34630_39538.jpg,Tumor Cells,NBL-11.svs,36.7,241,16.13,106,26.39,173,20.78,136,Tumor Positive
./tiles_output\NBL-11\tile_34630_39794.jpg,Tumor Cells,NBL-11.svs,35.34,232,15.71,103,29.55,194,19.4,127,Tumor Positive
./tiles_output\NBL-11\tile_34630_40050.jpg,Tumor Cells,NBL-11.svs,32.29,212,15.89,104,29.94,196,21.88,143,Tumor Positive
